PRODUCT,URL,PRICE,COMPARE_AT_PRICE,STOCK,CATEGORY,PRODUCTNO,BARCODE,WEIGHT,WEIGHT_UNIT,REQUIRES_SHIPPING,TAXABLE,VENDOR,TAGS,PUBLISHED_AT,CREATED_AT,UPDATED_AT,DESCRIPTION,IMGURL,IMAGE_FILENAME
Šplhavnice Neon - Plastový (v ceně),https://www.pokojovky.co//products/splhavnice-neon,390.00,,No,pokojovka,"A: Epipremnum aureum 'Neon', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, malosvetla, nizkanarocnost, posilame, previsle, svetlemisto, zacatecnici",2022-02-06T19:00:11+01:00,2018-11-09T09:21:35+01:00,2024-11-13T16:12:50+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/ugrPVxLQ_143b2967-88d5-4d39-b998-fbada76ba55c.jpg?v=1652433890,ugrPVxLQ_143b2967-88d5-4d39-b998-fbada76ba55c.jpg
Fíkus Lyrata Bambino - Plastový (v ceně),https://www.pokojovky.co//products/fikus-lyrata-bambino,470.00,,No,pokojovka,"A: Ficus lyrata 'Bambino', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, denmatek, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2021-09-17T17:00:05+02:00,2019-05-15T14:33:35+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/TlAm-kiw.jpg?v=1658324794,TlAm-kiw.jpg
Oxalis triangularis - Plastový (v ceně),https://www.pokojovky.co//products/oxalis,370.00,0.00,No,pokojovka,"A: Oxalis triangularis, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, cistsi-vzduch, denmatek, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, malapokojovka, nizkanarocnost, petfriendly, posilame, primeslunce, s-okrasnym-listem, zacatecnici",2022-11-10T09:32:34+01:00,2018-03-21T13:01:12+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220602__DSF1470.jpg?v=1655976860,igorzacharov_20220602__DSF1470.jpg
Zamiokulkas (ZZ Plant) malý - Plastový (v ceně),https://www.pokojovky.co//products/zamiokulkas-zz-plant-maly,450.00,,No,pokojovka,"A: Zamioculcas zamiifolia, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, malapokojovka, málosvětla, nizkanarocnost, posilame, svetlemisto, zacatecnici",2022-02-06T19:00:10+01:00,2018-08-28T16:09:58+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/zz_12_pokojovky_igorzacharov_20210827__DSF7773.jpg?v=1630065721,zz_12_pokojovky_igorzacharov_20210827__DSF7773.jpg
Šplhavnice Aureum - Plastový (v ceně),https://www.pokojovky.co//products/splhavnice-aureum,310.00,,Yes,pokojovka,"A: Epipremnum aureum, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, malosvetla, nizkanarocnost, posilame, previsle, s-okrasnym-listem, svetlemisto, zacatecnici",2022-02-06T19:00:05+01:00,2018-02-20T22:14:39+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/LzD6SGpo.jpg?v=1652258335,LzD6SGpo.jpg
Palma horská - Plastový (v ceně),https://www.pokojovky.co//products/palma-horska,310.00,,Yes,pokojovka,"A: Chamaedorea elegans, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, malosvetla, nas-vyber, nizkanarocnost, petfriendly, posilame, svetlemisto, zacatecnici",2022-02-11T17:00:55+01:00,2020-06-05T16:14:41+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/3JwkABuQ.jpg?v=1652085383,3JwkABuQ.jpg
Starček převislý - Plastový (v ceně),https://www.pokojovky.co//products/starcek-previsly,420.00,,No,pokojovka,"A: Senecio rowleyanus, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, denmatek, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, novinkynovinky, posilame, previsle, primeslunce",2023-03-23T13:56:27+01:00,2019-05-25T20:48:38+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/Hb4KOSLM.jpg?v=1652085167,Hb4KOSLM.jpg
Fíkus elastica Belize - Plastový (v ceně),https://www.pokojovky.co//products/fikus-elastica-belize,390.00,,Yes,pokojovka,"A: Ficus elastica 'Belize', B: CZ-1726, C: CZ-5665D: CZD: CZ D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, cistsi-vzduch, denmatek, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, mdž, nizkanarocnost, posilame, primeslunce, s-okrasnym-listem, strednipokojovka, svetlemisto, valentyn, zacatecnici",2020-04-09T15:36:06+02:00,2020-04-03T10:18:04+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF4958.jpg?v=1707135135,igorzacharov_20220721__DSF4958.jpg
Begónie Maculata - Plastový (v ceně),https://www.pokojovky.co//products/begonia-maculata,490.00,,No,pokojovka,"A: Begonia maculata, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, denmatek, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, posilame, pronarocne, s-okrasnym-listem, stredninarocnost, strednipokojovka, svetlemisto",2021-09-17T17:00:04+02:00,2018-08-31T14:47:17+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220602__DSF1402.jpg?v=1655976821,igorzacharov_20220602__DSF1402.jpg
Monstera Deliciosa velká - Plastový (v ceně),https://www.pokojovky.co//products/monstera-velka,1090.00,,Yes,pokojovka,"A: Monstera deliciosa, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"1000-2000, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, Novinka, svetlemisto, velkapokojovka, zacatecnici",2021-04-22T18:01:56+02:00,2018-06-11T14:02:47+02:00,2024-11-13T16:12:50+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/YBxip_tY.jpg?v=1667995915,YBxip_tY.jpg
Filodendron Birkin - Plastový (v ceně),https://www.pokojovky.co//products/filodendron-birkin,490.00,,Yes,pokojovka,"A: Philodendron birkin, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nizkanarocnost, Novinka, novinkynovinky, posilame, s-okrasnym-listem, svetlemisto, zacatecnici",2022-02-11T17:00:55+01:00,2020-04-29T10:11:28+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/8WzVR3_E.jpg?v=1652438144,8WzVR3_E.jpg
Fíkus Ginseng - Plastový (v ceně),https://www.pokojovky.co//products/fikus-ginseng,490.00,,Yes,pokojovka,"A: Ficus microcarpa 'Ginseng', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"bestsellers, celozelene, cistsi-vzduch, denmatek, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, do300, Minipokojovka, nas-vyber, nizkanarocnost, posilame, svetlemisto, valentyn, zacatecnici",2021-09-24T16:00:23+02:00,2020-03-26T10:11:30+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5176.jpg?v=1658926080,igorzacharov_20220721__DSF5176.jpg
Fíkus elastica Robusta - Plastový (v ceně),https://www.pokojovky.co//products/ficus-elastica,350.00,,Yes,pokojovka,"A: Ficus elastica 'Robusta', B: CZ-1726, C: CZ-5665D: CZD: CZ D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nizkanarocnost, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2021-10-28T17:00:19+02:00,2017-11-29T14:50:31+01:00,2024-11-13T16:12:50+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5047.jpg?v=1658925823,igorzacharov_20220721__DSF5047.jpg
Fíkus Audrey - Plastový (v ceně),https://www.pokojovky.co//products/fikus-audrey,390.00,,No,pokojovka,"A: Ficus benghalensis 'Audrey', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, posilame, strednipokojovka, svetlemisto, zacatecnici",2021-10-28T17:00:22+02:00,2020-03-21T09:52:19+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/P5PTVkJY.jpg?v=1658324622,P5PTVkJY.jpg
Crassula ovata - Plastový (v ceně),https://www.pokojovky.co//products/crassula-ovata,360.00,,No,pokojovka,"A: Crassula ovata , B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, posilame, primeslunce, zacatecnici",2022-02-06T19:13:00+01:00,2020-03-19T15:25:44+01:00,2024-11-13T16:12:50+01:00,"
 

",https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5366.jpg?v=1658926178,igorzacharov_20220721__DSF5366.jpg
Fíkus elastica Abidjan - Plastový (v ceně),https://www.pokojovky.co//products/fikus-elastica-abidjan,350.00,,No,pokojovka,"A: Ficus elastica 'Abidjan', B: CZ-1726, C: CZ-5665D: CZD: CZ D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2023-02-23T14:27:51+01:00,2019-05-15T14:29:50+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5059.jpg?v=1658926859,igorzacharov_20220721__DSF5059.jpg
Pachira aquatica - Plastový (v ceně),https://www.pokojovky.co//products/pachira-aquatica,730.00,,Yes,pokojovka,"A: Pachira aquatica, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, nizkanarocnost, posilame, strednipokojovka, svetlemisto, zacatecnici",2022-02-11T17:00:57+01:00,2021-06-16T16:12:54+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/U9kHMfOE.jpg?v=1658324091,U9kHMfOE.jpg
E-kniha: Pokojovky a jak se o ně starat - Default Title,https://www.pokojovky.co//products/ebook-pokojovky-a-jak-se-o-ne-starat,430.00,,Yes,pokojovka,,,,,No,Yes,Pokojovky,"bestsellers, cesky, doplňky, Edukace, naposlednichvili, nas-vyber, neco-zelene, Novinka, novinkynovinky, Praktické-kousky, Vánoce, Zelenevanoce",2023-12-12T08:43:50+01:00,2023-12-11T18:38:04+01:00,2024-11-13T16:12:50+01:00,"
Naše oblíbená prvotina se vrací zpět jako ebook! Na listech elektronické knihy Pokojovky a jak se o ně starat se dozvíte vše, co potřebujete vědět o jejich pěstování. Jak se o pokojovky v průběhu roku starat, aby byly spokojené, nebo co si počít, když se něco nepovede. K tomu zde najdete profily dvaceti nejoblíbenějších rostlin, DIY návody a spoustu zelené inspirace. 
 ",https://cdn.shopify.com/s/files/1/2581/0526/files/IMG_4502_portfolio_igorzacharov_2373a48f-5020-4b16-90c4-04cd9b787966-removebg-preview-4.png?v=1702318895,IMG_4502_portfolio_igorzacharov_2373a48f-5020-4b16-90c4-04cd9b787966-removebg-preview-4.png
Starček převislý větší kapky - Plastový (v ceně),https://www.pokojovky.co//products/starcek-previsly-vetsi,580.00,,No,pokojovka,"A: Senecio rowleyanus, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"bestsellers, celozelene, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, novinkynovinky, Pokojovky, previsle, Přímé slunce",2023-11-10T14:04:06+01:00,2021-04-22T17:53:05+02:00,2024-11-13T16:12:50+01:00,"Senecio herreianus je druh, který má místo perliček kapičky",https://cdn.shopify.com/s/files/1/2581/0526/products/qbhBnMRg.jpg?v=1636639491,qbhBnMRg.jpg
Dárková sada Plantlover - S kaktusem,https://www.pokojovky.co//products/darkova-sada-plantlover,1590.00,,Yes,doplnek,"A: Echinocactus grusonii, B: CZ-1726, C: CZ-5665",,,,Yes,Yes,Pokojovky,"1000-2000, bestsellers, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, doplňky, Knihy, leto, nas-vyber, nizkanarocnost, Novinka, novinkynovinky, Pokojovky na zaslání, posilame, Pro pokročilé, Pro začátečníky, pro-radost, pro_ještě_větší_radost, pronarocne, sada, svetlemisto, valentyn, zacatecnici",2022-11-09T11:30:05+01:00,2022-10-31T12:57:18+01:00,2024-11-13T16:12:50+01:00,"Co v sadě najdete?
Kniha: bestseller mezi pěstitelskými knihami. Pokojovky od jara do zimy vás naučí, jak se o pokojovky starat během celého roku. Přestože je kniha rozdělena podle čtyř ročních období, naučíte se nahlížet na péči o pokojovky komplexně a chápat souvislosti. Srozumitelně, jednoduše a přehledně.
Kaktus: nenáročná pokojovka, která by neměla chybět ve sbírce žádného milovníka rostlin. Miluje slunce, snadno se množí a kdyby na sobě neměl malinkaté pichlavé štětičky, člověk by ji nejradši pomazlil. Posíláme náhodný výběr přesazeného a zdravého kaktusu.
Přesazovací podložka: aby se hlína nedostala na koberec nebo do podlahových spár, vezměte si na pomoc naši praktickou přesazovací podložku. Je vyrobená z recyklovaných bannerů v chráněné dílně v ČR. Stačí ji rozložit a po přesazování utřít a opět složit až do dalšího přesazování nebo tvoření.
Nimbový olej: je 100% bezpečný, organický a účinný způsob, jak se vypořádat s otravnými škůdci a chorobami, které rostlinky trápí. 
Nůžky: ostré ocelové nůžky v černém provedení s patinou pomůžou s prostřiháváním pokojovek, vhodné jsou taky na zastřihávání bylinek nebo řezaných květin. Ponožky: nejčerstvější radost z naší tvorby. Bez ponožek nejste ten správný plantlover. ",https://cdn.shopify.com/s/files/1/2581/0526/products/VXJbB-o8.jpg?v=1667899927,VXJbB-o8.jpg
Šeflera arboricola - Plastový (v ceně),https://www.pokojovky.co//products/seflera,390.00,,No,pokojovka,"A: Schefflera Arboricola, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, bestsellers, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, nizkanarocnost, Novinka, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2024-06-22T14:30:07+02:00,2024-06-22T14:18:52+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/files/BQB13yno.jpg?v=1719058931,BQB13yno.jpg
Kreativní sada Kokedama - Bez rostliny,https://www.pokojovky.co//products/kreativni-sada-kokedama,950.00,,Yes,pokojovka,,,,,Yes,Yes,Pokojovky,"1000-2000, bestsellers, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, doplňky, malapokojovka, nizkanarocnost, Novinka, novinkynovinky, Pokojovky, Pokojovky na zaslání, posilame, Pro pokročilé, Pro začátečníky, pro-radost, pro_ještě_větší_radost, pronarocne, sada, svetlemisto, valentyn, zacatecnici",2022-11-14T12:50:38+01:00,2022-11-08T10:30:10+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/VmBzPeV8.jpg?v=1668070240,VmBzPeV8.jpg
Sada Substral Careo & rozprašovač - Default Title,https://www.pokojovky.co//products/substral-careo-rozprasovac,390.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,proti škůdcům,2023-10-03T10:38:51+02:00,2023-10-03T10:23:46+02:00,2024-11-13T16:12:50+01:00," 
Bojujete se škůdci? CAREO® Substral koncentrát je účinný přípravek na ochranu vašich pokojovek. Použijte ho proti savým a žravým škůdcům (mšice, červci, molice, třásněnky, svilušky...). Přípravek funguje okamžitě jako kontaktní, ale i dlouhodobě systémový insekticid (látky cirkulují v rostlině). V sadě najdete i skleněný rozprašovač o objemu 500 ml, který je perfektní k namíchání přípravku.Působení:CAREO® koncentrát s kontaktním i dlouhodobým systémovým účinkem působí na larvy i dospělce savých a žravých škůdců. Účinná látka je vstřebávána listy rostlin a rozváděna po celé rostlině. Je také obsažena dokonce i v nových přírůstcích. Saví a žravý škůdci jsou účinnou látkou likvidováni jak při sání tak i při zasažení během aplikace.Použití:Koncentrát se aplikuje ve vodném roztoku na rostlinách jak venku, tak i uvnitř ve sklenících a zimních zahradách. Odměřené množství přípravku se vlije do nádoby postřikovače a doplní vodou na stanovený objem. Návod je součástí balení.
Sada obsahuje:1x 500ml skleněný rozprašovač1x 100ml koncentrát CAREO Substral
 

",https://cdn.shopify.com/s/files/1/2581/0526/files/IMG_4115.jpg?v=1696322527,IMG_4115.jpg
Dravé hlístice proti smutnicím Nemaplus - Default Title,https://www.pokojovky.co//products/drave-hlistice-proti-smutnicim,220.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,"proti škůdcům, smutnice",2023-03-09T13:35:13+01:00,2023-03-09T13:22:33+01:00,2024-11-13T16:12:50+01:00,"
Smutnice jsou mušky, které vylétají z květináčů a jejich larvy škodí kořenům rostlin. Jejich likvidace je někdy obtížná, a proto představujeme efektivní a přírodní způsob, jak se jich zbavit. Dravé hlístice rodu Steinernema fungují proti larvám smutnic. Hlístice si jejich larvy vyhledají čichem a zlikvidují je. Nemusíte se ale bát, že by jakkoli škodili vám nebo vašim zvířatům – hlístice se živí pouze larvami smutnic a cca po 6 týdnech v substrátu samy vyhynou.


Jak se hlístice používají?
Jednoduše prášek s hlísticemi rozpustíte ve vodě a zalijete substrát. Vzhledem k tomu, že hlístice žijí ve vlhké půdě, je nutné ji udržovat stále mírně vlhkou. 

Pokud jsou vaše rostliny silně napadeny, ošetření po dvou týdnech opakujte.",https://cdn.shopify.com/s/files/1/2581/0526/files/qFMp6ag8.jpg?v=1719920230,qFMp6ag8.jpg
Substral Careo postřik na škůdce (koncentrát) - 30 ml,https://www.pokojovky.co//products/careo-postrik-na-skudce-30-ml,130.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,proti škůdcům,2023-09-23T01:12:32+02:00,2023-09-22T14:50:48+02:00,2024-11-13T16:12:50+01:00,"

Bojujete se škůdci? CAREO® Substral koncentrát je účinný přípravek na ochranu vašich pokojovek. Použijte ho proti savým a žravým škůdcům (mšice, červci, molice, třásněnky, svilušky...). Přípravek funguje okamžitě jako kontaktní, ale i dlouhodobě systémový insekticid (látky cirkulují v rostlině). Působení:CAREO® koncentrát s kontaktním i dlouhodobým systémovým účinkem působí na larvy i dospělce savých a žravých škůdců. Účinná látka je vstřebávána listy rostlin a rozváděna po celé rostlině. Je také obsažena dokonce i v nových přírůstcích. Saví a žravý škůdci jsou účinnou látkou likvidováni jak při sání tak i při zasažení během aplikace.Použití:Koncentrát se aplikuje ve vodném roztoku na rostlinách jak venku, tak i uvnitř ve sklenících a zimních zahradách. Odměřené množství přípravku se vlije do nádoby postřikovače a doplní vodou na stanovený objem. Návod je součástí balení.

",https://cdn.shopify.com/s/files/1/2581/0526/files/IMG_4143.jpg?v=1696321339,IMG_4143.jpg
Nimbový olej - Default Title,https://www.pokojovky.co//products/nimbovy-olej-1,185.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,"jaro, proti škůdcům",2021-08-24T15:10:49+02:00,2021-08-16T16:31:31+02:00,2024-11-13T16:12:50+01:00,"


Jak ho správně namíchat?

Záleží, jestli ho chcete používat pouze preventivně či na likvidování škůdců. Pokud preventivně, stačí vám 0,5% roztok, na škůdce potřebujete o něco silnější, cca 1%.
Jak víme, olej a voda se drží od sebe, a to stejné platí i pro nimbový olej. Vyřešíte to přimícháním prostředku (emulgátoru), kterým je například tekuté mýdlo nebo obyčejný jar.
Na 0,5% roztok nimbového oleje potřebujete:

1 čajovou lžičku nimbového oleje
1/4 čajové lžičky tekutého mýdla nebo jaru
1 litr vlažné vody

Na 1% roztok nimbového oleje potřebujete:

2 čajové lžičky nimbového oleje
1/2 čajové lžičky tekutého mýdla nebo jaru
1 litr vlažné vody

POSTUP:

Do vlažné vody nalejte přiměřené množství mýdla/jaru a oleje.
Nádobu zavřete a pořádně protřepejte. Aby držel postřik ""pohromadě"", protřepávejte po celou dobu aplikace. 

Jak ho správně aplikovat? Možností je hned několik.


Postřik celé rostlinky Tento způsob je nejlepší, pokud používáte nimbový olej čistě preventivně, případně jestli jste našli škůdce rozmístěného po celé rostlince. Budete na to potřebovat lahvičku s rozprašovačem. Při postřiku nezapomínejte na spodní část listů, tam se škůdcům líbí nejvíc.

Otírání listů a stonků Otírání se hodí hlavně pokud jsou některé části rostlinky zasáhnuté víc než ostatní. Na otírání budete potřebovat čistou žínku nebo hadřík z mikrovlákna. Namočte hadřík přímo do roztoku nebo na něj nimbový olej nastříkejte. Až je přiměřeně mokrý, jemně s ním otírejte horní i spodní část listů a stonky.

Bodová aplikace Jsou škůdci na místě, kam se těžko dostanete? Použijte vatový tampón nebo tyčinku do ucha. Aplikace je stejná jako hadříkem.

Aplikace do půdy Pokud bojujete se škůdci, kteří kladou vajíčka do půdy, případně s plísněmi v ní, nalejte nimbový olej přímo do půdy. Aplikace je stejná, jako při hnojení. Nejprve substrát prolejte čistou vodou, stejně jako při zálivce. Následně aplikujte roztok. Nebojte se, ""až příliš"" nimbového oleje neexistuje a kořeny nepoškodí.

Jak často olej používat?
Pokud se chcete zbavit škůdců nebo hub, pravděpodobně budete potřebovat několik opakovaných ošetření, abyste se ujistili, že se napadnutí nevrátí. V závažných případech je třeba aplikaci opakovat každých 7-10 dní. Pokud ho používáte výhradně jako preventivní opatření, můžete ho aplikovat zhruba každé dva týdny.
Jak nimbový olej skladovat?
Nimbový olej není na skladování nijak náročný, stačí aby byl mimo dosah přímého slunečního světla. Jakmile roztok smícháte, je nejlepší ho úplně spotřebovat (případně vylít) a podle potřeby opět namíchat. Časem by ztrácel na účinnosti a vždy je lepší namíchat si nový.
Několik rad na závěr:

Nimbový olej nemá nejlepší vůni a pokud jste na pachy citliví, aplikujte ho venku, případně při otevřeném okně.
Aplikujte ho hned ráno, než slunce dopadne přímo na vaši rostlinu nebo v noci po západě slunce. Nimbový olej zvyšuje citlivost na slunce a rostlinku by mohl poškodit.
Pokud se snažíte vyzrát nad škůdci, buďte trpěliví. Nimbový olej je přírodní, takže bude boj s ním trvat o něco déle, než by tomu bylo s chemickým postřikem.

 ",https://cdn.shopify.com/s/files/1/2581/0526/products/pokojovky_igorzacharov_20210819__DSF7468.jpg?v=1629810639,pokojovky_igorzacharov_20210819__DSF7468.jpg
Skleněná lahvička s rozprašovačem - Default Title,https://www.pokojovky.co//products/sklenena-lahvicka-s-rozprasovacem,50.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,"doplňky, proti škůdcům",2021-08-24T15:28:38+02:00,2021-08-24T15:16:23+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/pokojovky_igorzacharov_20210819__DSF7470.jpg?v=1629811399,pokojovky_igorzacharov_20210819__DSF7470.jpg
Žluté lepové desky proti škůdcům - Malé desky,https://www.pokojovky.co//products/zlute-lepove-desky-smutnice,99.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,"proti škůdcům, smutnice",2022-05-13T11:15:14+02:00,2022-05-13T11:03:57+02:00,2024-11-13T16:12:50+01:00,"


Jak desky používat?
Podle velikosti rostliny zavěste nebo zapíchněte 1 až 5 lepových desek na napadenou rostlinu tak, aby se k nim nepřilepily listy. Desky jsou určeny pro pokojové rostliny. Pro práci doporučujeme použít ochranné rukavice.
Pomáhají eliminovat zejména smutnice. V účinném boji proti smutnicím doporučujeme kombinovat s parazitickými hlísticemi 
 ",https://cdn.shopify.com/s/files/1/2581/0526/products/WyAQftd4.jpg?v=1652432659,WyAQftd4.jpg
Skleněný rozprašovač 500 ml - Default Title,https://www.pokojovky.co//products/skleneny-rozprasovac-500-ml,190.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,proti škůdcům,2023-10-03T10:52:57+02:00,2023-10-03T10:42:33+02:00,2024-11-13T16:12:50+01:00," 
Skleněný rozprašovač je základní nástrojem při při péči o vaše pokojovky. Využijte ho při čistění listů, nebo jako nádoba pro míchání koncentrátů přípravků v boji proti hmyzu, jako je nimbový olej nebo CAREO.

",https://cdn.shopify.com/s/files/1/2581/0526/files/IMG_4119.jpg?v=1696323168,IMG_4119.jpg
