PRODUCT,URL,PRICE,COMPARE_AT_PRICE,STOCK,CATEGORY,PRODUCTNO,BARCODE,WEIGHT,WEIGHT_UNIT,REQUIRES_SHIPPING,TAXABLE,VENDOR,TAGS,PUBLISHED_AT,CREATED_AT,UPDATED_AT,DESCRIPTION,IMGURL,IMAGE_FILENAME
"Sansevieria Samurai ""baby"" - 9 cm",https://dmp.cz//products/sansevieria-samurai-baby,369.00,,No,Rostlina,MM-DUIJ68,,,,Yes,Yes,DMP,"9 cm, Baby pokojovky, do 20 cm, Jazyky, Málo, Nesdílené, Pro začátečníky, propojeni, Raritky, Rostlina, Sansevieria, Středně, Sukulenty a kaktusy, Vyprodáno, Čističky vzduchu",2023-06-08T15:06:53+02:00,2023-06-08T14:59:48+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Sansevieria neboli tenura je rod nenáročných sukulentních rostlin. Patří mezi nejodolnější pokojové rostliny (a možná proto se jim přezdívá tchynin jazyk) pocházející z Afriky. Rostlina je okrasná svým tvrdými mečovitými listy, které se vyznačují svou hadí kresbou (odtud anglický název snake plant). 
Sansevieria Samurai zaujme svými širokými listy s odstíny zelených barev a bílo červenými okraji. Patří mezi menší druhy sansevierií a na rozdíl od svých sester nedorůstá tak obřích rozměrů. Druh je příbuzný s druhem Dragon Wing, ale má hladké konce listů.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 cmPrůměr květináče: 9 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
Více o tchýniných jazycích jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/sansevieria-samurai-01.jpg?v=1686229406,
Beaucarnea recurvata 'baby' - 6 cm,https://dmp.cz//products/beaucarnea-recurvata-baby,149.00,,No,Rostlina,MM-LUN221,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Hodně, Ostatní rostliny, Pro začátečníky, propojeni, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2024-04-10T18:43:31+02:00,2023-01-11T12:19:56+01:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Beaucarnea recurvata přezdívaná 'sloní noha', díky svému tlustému kmenu. Známá také pod názvem Nolina recurvata. Rostlina pochází z Mexika, kde dorůstá až 10 metrů. V našich podmínkách může dorůst i 1 metru. Jde o nenáročnou rostlinu. Z tlustého kmínku vyrůstá růžice tenkých dlouhých listů.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/Beaucarnea-recurvata-baby-6cm-01.jpg?v=1673606482,
Rhipsalis Burchellii 'baby' - 6 cm,https://dmp.cz//products/rhipsalis-burchellii,249.00,,No,Rostlina,MM-OK27,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Hodně, Pro začátečníky, propojeni, Rostlina, Sukulenty a kaktusy, Vyprodáno",2023-10-26T14:19:52+02:00,2023-06-20T15:47:49+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Rhipsalis stejně jako většina ostatních epifytických kaktusů pochází ze Střední a Jižní Ameriky. Na rozdíl od klasických kaktusů ale nemá ostny. Roste přichycen na stromy v mírně zastíněných podmínkách, které je vhodné mu dopřát i doma. Nevystavujte ho přímým slunečním paprskům, mohly by ho totiž popálit. Krásné převislé trubkovité stonky rhipsalisu vyniknou hlavně v závěsných květináčích. Při dobré péči se v zimě a na jaře objevují drobné světlé květy, které se postupem času mění v bobulky, připomínající kuličky jmelí. Díky tomu je někdy rhipsalis označován jako ‚kaktusové jmelí‘. Stonky jsou bohatě větvené, ale jemné, dávejte tedy pozor na jejich zlomení při přesazování nebo manipulaci. Pro jeho pěstování zvolte propustnější substrát s přídavkem rašeliny.
Rhipsalis Burchellii má načervenalé stonky a jemné chloupky 'trny'.
Náročnost: Pro začátečníkyČistí vzduch: NeVhodná k mazlíčkům: Ne
Přibližná výška rostliny s květináčem: 15 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. ",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/rhipsalis-burchellii-01.jpg?v=1687331669,
Sedum Burrito 'baby' - 6 cm,https://dmp.cz//products/sedum-burrito-baby,119.00,,No,Rostlina,MM-ED94,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Hodně, Popínavé, Pro začátečníky, propojeni, Rostlina, Sukulenty a kaktusy, Tip na dárek, Vyprodáno",2022-08-31T13:39:40+02:00,2022-08-31T13:38:09+02:00,2024-11-13T15:24:39+01:00,"
Sedum Burrito je vyfocené v květináči Eno.
Balení obsahuje: rostlinu v plastovém květináči.
O rostlině:Rod Sedum z čeledi tlusticovité (Crassulaceae) bychom mohli najít i pod anglickým názvem donkey tail neboli oslí ocas. Drobek Sedum Burrito má zatím malé dužnaté lístky, ale pokud pokojovce dáte správnou péči, naroste, a bude z ní velká popínavá rostlina s dlouhými hustými stonky a zeleno-žlutými lístky. Je nenáročná na pěstování i množení.Původně tato sukulentní trvalka pochází z Mexika nebo Hondurasu, kde vytváří stonky dlouhé až 60 cm. Proto je dobré ji pěstovat v závěsném květináči, aby stonky s lístky mohly volně splývat a vynikla jejich krása. Stonky a listy jsou obalené slabou vrstvou vosku. Květy mají specifickou karmínově červenou barvu.
Náročnost: Pro začátečníkyČistí vzduch: NeVhodná k mazlíčkům: Ne
Přibližná výška rostliny s květináčem: 10 cm  Průměr květináče: 6 cm   Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/sedum-burrito-04_df3fa860-dfc3-4432-8d31-fa11e908abe3.jpg?v=1661945943,
Crassula Buddha's Temple 'baby' - 6 cm,https://dmp.cz//products/crassula-buddhas-temple,249.00,,No,Rostlina,MM-LUN84,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Hodně, Pro začátečníky, propojeni, Rostlina, Sukulenty a kaktusy, Vyprodáno",2023-08-09T13:32:28+02:00,2020-08-19T11:34:23+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Crassula neboli tlustice jsou sukulentní byliny. Jejich rod zahrnuje zhruba 200 rostlin, z nichž některé jsou od sebe téměř k nerozeznání. Pochází nejčastěji z jižní Afriky, mohou být původem ale i ze Střední nebo jižní Ameriky, či Austrálie. Druh Buddha's Temple, jak už napovídá jeho název, připomíná chrám Buddhy. 
Tyto rostliny jsou zvyklé na extrémní podmínky – dlouhé období sucha, vysoké teploty a nedostupnou spodní vodu, z toho důvodu si tekutiny hromadí v dužnatých listech a lodyhách. Proto jsou tyto pokojovky velmi nenáročné na pěstování. Jejich staré listy postupem času opadávají a zanechávají jizvy. 
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: Ne


Přibližná výška rostliny s květináčem: 9 cm Průměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
 ",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/crassula-bddha-temples-baby-01_42d73ece-80f5-4bf9-a950-3c9aca44e917.jpg?v=1668100723,
Aloe Tiki Tahi 'baby' - 9 cm,https://dmp.cz//products/aloe-tiki-tahi,359.00,,No,Rostlina,,,,,Yes,Yes,DMP,"9 cm, Baby pokojovky, do 20 cm, Hodně, Pro začátečníky, propojeni, Rostlina, Středně, Sukulenty a kaktusy, Tip na dárek, Vyprodáno",2021-07-27T12:44:00+02:00,2021-06-21T13:13:57+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Aloe Tiki Tahi je hybridem pocházející z Holandska.  Část svého jména rostlina získala díky firmě Tikiplant, v jejichž sklenících byla kdysi vyšlechtěna. Rostlina je zajímavá svými trojúhelníkovými zelenými listy s bílými fleky, které vyrůstají ve tvaru růžice. Pokud má Aloe příznivé podmínky, může se objevit stonek s rudými, hroznovitými květy.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: NeVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 20 cm Průměr květináče: 9 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.




Přelití: Příliš mnoho vody může způsobit uhnívání kořenů, černání listů, v nejhorším může dojít k celkovému úhynu rostliny. 
Hnědnutí listů: Nedostatek zálivky. 




",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/aloe-tiki-tahi-01.jpg?v=1655469538,
Aloe Variegata Tribal 'baby' - 10 cm,https://dmp.cz//products/aloe-variegata-tribal,279.00,,No,Rostlina,,,,,Yes,Yes,DMP,"10 cm, 20 - 40 cm, Baby pokojovky, Hodně, Pro začátečníky, propojeni, Rostlina, Sukulenty a kaktusy, Tip na dárek, Vyprodáno",2021-03-04T21:25:32+01:00,2021-03-04T14:29:06+01:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Aloe variegata Tribal, zvané také jako sokolí pero nebo aloe tygří, patří mezi druh vytrvalých, sukulentních rostlin pocházející z Afriky. Rostlina je zajímavá svými trojúhelníkovými zelenými listy s bílými fleky, které vyrůstají ve tvaru růžice. Pokud má aloe příznivé podmínky, může se objevit stonek s rudými, hroznovitými květy.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: NeVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 25 cm Průměr květináče: 10 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.




Přelití: Příliš mnoho vody může způsobit uhnívání kořenů, černání listů, v nejhorším může dojít k celkovému úhynu rostliny. 
Hnědnutí listů: Nedostatek zálivky. 




",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/aloe-variegatatribal-01.jpg?v=1637152818,
Sophora Little Baby - 9 cm,https://dmp.cz//products/sophora-little-baby,229.00,,No,Rostlina,,,,,Yes,Yes,DMP,"12 cm, 20 - 40 cm, 9 cm, Baby pokojovky, Ostatní rostliny, Pro pokročilé, propojeni, Rostlina, Středně, Tip na dárek, Vyprodáno",2020-10-26T20:49:13+01:00,2020-10-26T16:39:35+01:00,2024-11-13T15:24:39+01:00,"
Sophora je vyfocená v květináči Charlie a Saar. Balení obsahuje rostlinu v plastovém květináči.

!POZOR! Rostlinu posíláme na vlastní nebezpečí, je velice křehká!
O rostlině:Sophora (česky známý jako Jerlín) je zajímavý druh stromu se zkroucenými větvemi. Sophora prostata „Little Baby“ je kultivar menšího vzrůstu. Jedná se o keřík s téměř holými větvičkami, na kterých střídavě rostou drobné složené lístky. Sophora pochází z Nového Zélandu a kvete krásně žlutými kvítky na začátku léta. Je oblíbená pro svůj nevšední, pokroucený a jemný vzhled.
Náročnost: Pro pokročiléČistí vzduch: NeVhodná k mazlíčkům: NeVhodná pro hydroponii: NeVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 25 cm Průměr květináče: 9 cm, 13 cm
Každá rostlina je jiná, stejně jako my, lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
Více o této rostlině jsem napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/sophora-little-baby-01c_1f502e8e-4edc-4c96-93d6-36e23cafc186.jpg?v=1668167819,
Nephrolepis cordifolia Duffii 'baby' - 6 cm,https://dmp.cz//products/nephrolepis-cordifolia-duffii-baby,139.00,,No,Rostlina,,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, Pro pokročilé, propojeni, Rostlina, Trávy a kapradiny, Vyprodáno, Čističky vzduchu",2023-01-25T13:37:53+01:00,2023-01-25T13:24:57+01:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Nephrolepis cordifolia Duffii neboli ledviník  je právem jednou z nejrozšířenějších pokojových kapradin. Jeho husté trsy zkadeřených listů vytváří bohaté převisy a krásně vynikne jako solitéra třeba v závěsné nádobě. Na spodní straně jasně zelených listů bývají vidět hnědé výtrusnice.Nephrolepis pochází z tropických a subtropických oblastí a jeho listy mohou dorůstat 60 až 70 cm. Svědčí mu substrát s přídavkem rašeliny. Tento druh má list do kulovitého tvaru a vytváří trsy.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: NeVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 12 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. ",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/nephrolepis-cordifolia-duffii-baby-6cm-01.jpg?v=1674650047,
Areca Lutescens 'baby' - 7 cm,https://dmp.cz//products/areca-lutescens-baby,129.00,,No,Rostlina,,,,,Yes,Yes,DMP,"7 cm, Baby pokojovky, Hodně, Palmy a cykasy, Pro začátečníky, propojeni, Rostlina, Středně, Vyprodáno, Čističky vzduchu",2022-10-24T13:26:42+02:00,2022-10-19T11:46:25+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
Areca lutescens ""dypsis lutescens"" z čeledi arekovité, (česky palma areka nebo palma areková) je rostlina pocházející z Madagaskaru. Patří mezi teplomilné druhy a v našich podmínkách může dorůst kolem 1,5m. Malá rostlina má obvykle dvojlist, postupem času se větve mírně rozvětvují na více listů. Měkké sytě zelené listy na rozdíl od jiných palem nepíchají, jsou tedy více bezpečné. Díky svému vzhledu listů se jí také říká motýlí palma. Nenáročná palma se hodí téměř do každého prostředí a krásně zaplní prázdný prostor jak doma, tak v kanceláři nebo na chodbách.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 30 cmPrůměr květináče: 7 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/areca-lutescens-baby-01_36495187-896b-47c5-9ebc-93724a52db47.jpg?v=1668385937,
Calathea rufibarba 'baby' - 6 cm,https://dmp.cz//products/calathea-rufibarba-baby,219.00,,No,Rostlina,,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Modlivky, Pro pokročilé, propojeni, Rostlina, Vyprodáno, Čističky vzduchu",2022-11-08T09:20:13+01:00,2022-11-02T10:56:13+01:00,2024-11-13T15:24:39+01:00,"Calathea je vyfocená v květináči Sella. Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Calathea nebo i kalatea pochází z tropických oblastí Jižní a Střední Ameriky a patří mezi keříkovité rostliny s tenkými stonky a poměrně širokými a velkými listy. V deštném pralese vytváří hustý podrost, nejčastěji ve stínu vysokých stromů. Calathea spolu s rody Marantha, Ctenanthe a Stromanthe tvoří velmi podobnou skupinu tzv. modlících se rostlin (anglicky prayer plants). Říká se jim tak proto, že vždycky k večeru začnou napřimovat své listy, které mohou připomínat ruce složené k modlitbě. Ráno své listy opět rozkošatí a rozevřou. Kalatey se od jiných modlivek odlišují tím, že jejich listy vyrůstají svinuté do kornoutů. 
Calathea rufibarba se vyznačuje podlouhlými listy z vrchu zelené barvy a ze spoda fialové barvy, listy i stonek jsou zarostlé chloupky. Od května do srpna se mohou na stoncích nebo u listů rostliny objevit bílo-zelené kvítky.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
Více o modlivkách jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/calathea-rufibarba-baby-01_533100f2-772d-4db6-a3fc-f8f107195ffe.jpg?v=1668386434,
Tradescantia fluminensis Quadricolor 'baby' - 7 cm,https://dmp.cz//products/tradescantia-fluminensis-quadricolor-baby,229.00,,No,Rostlina,,,,,Yes,Yes,DMP,"7 cm, Baby pokojovky, do 20 cm, Hodně, Panašované rostliny, Popínavé, Pro pokročilé, propojeni, Rostlina, Tradescantia ""Voděnky"", Vyprodáno, Čističky vzduchu",2022-10-31T13:51:27+01:00,2022-10-19T12:43:22+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Tradescantia, česky voděnka (nebo i poděnka) je rostlina s dlouhými, plazivými stonky původem z Jižní Ameriky. Listy rostou v páru a mají zašpičatělý tvar, podélné žilkování a mohou být lesklé, matné i chlupaté. Některé druhy dokonce tvoří i květenství. 
Tradescantia fluminensis Quadricolor je varianta, která má listy vybarvené kombinací čtyř odstínů: zelené, žluté, tmavě a světle růžové. Voděnky jsou nenáročné a velmi oblíbené pokojové rostliny, které rostou doslova „jako z vody“. Voděnky nejvíce vyniknou v závěsu nebo pokud rostou převisle z poliček.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 20 cmPrůměr květináče: 7 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. ",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/tradescantia-quadricolo-baby-01.jpg?v=1667220386,
Peperomia Happy Bean 'baby' - 8 cm,https://dmp.cz//products/peperomia-happy-bean-baby,149.00,,No,,,,,,Yes,Yes,DMP,"8 cm, Baby pokojovky, Hodně, Peperomia, Středně, Sukulenty a kaktusy, Vyprodáno, Čističky vzduchu",2022-09-26T14:20:11+02:00,2022-09-16T09:54:27+02:00,2024-11-13T15:24:39+01:00,"Pepřinec je vyfocený v květináči Charlie. Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Peperomia neboli pepřinec je rostlina z čeledi pepřovníkovitých (ano, patří sem i pepř černý). Speciálně tento druh Happy Bean neboli Šťastná fazole zaujme svými šťavnatými listy zelenými listy plnými vody. Nápadně totiž připomínají fazolové nebo hrachové lusky. Tato rostlina postupem času nabírá na síle a celkově se zvětšuje. Nejpřirozeněji se vyskytují v Jižní a Střední Americe, pár druhů ale můžeme najít i v Africe. V tropických a subtropických oblastech bylo zaznamenáno více než 1500 druhů. Jedná se o epifyt, který často nalezneme růst na hnijícím dřevu. Přestože jejich tvar, velikost i barvy se liší, ve většině případů se jedná o nenáročnou keříkovitou rostlinu. Její úzký a tenký květ roste ve formě hrotu. Má žlutou barvu a vypadá jako vosková svíčka. Listy jsou masité a hladké, mohou mít tvar srdce nebo kopí.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 15 cmPrůměr květináče: 8 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
Více o peperomiích jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/peperomia-happy-bean-baby-01b.jpg?v=1664194983,
Dracaena Colorama 'baby' - 8 cm,https://dmp.cz//products/dracaena-colorama-baby,229.00,,No,Rostlina,MM-DRAC-COLORAMA-6,,,,Yes,Yes,DMP,"20 - 40 cm, 8 cm, Baby pokojovky, Palmy a cykasy, Pro začátečníky, propojeni, Rostlina, Středně, Tip na dárek, Vyprodáno, Čističky vzduchu",2024-11-12T10:53:53+01:00,2021-03-29T18:49:24+02:00,2024-11-13T15:24:39+01:00,"
Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Dracaena marginata (česky Dracena nebo Dračinec) je rostlina pocházející z Madagaskaru. Dracena je typická svým holým stonkem nesoucím růžici tvořenou úzkými a dlouhými listy. Dracena Colorama je zajímavá svými zelenými listy, které jsou zbarvené do červených nebo růžových odstínů. Patří mezi pomalu rostoucí rostliny, které shazují staré spodní listy, jak kmen postupně dřevnatí.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ano
Přibližná výška rostliny s květináčem: 35 cm Průměr květináče: 8 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/dracaena-colorama-01.jpg?v=1637273719,
Codiaeum Mammi 'baby' - 7 cm,https://dmp.cz//products/codiaeum-mammi-baby,229.00,,No,Rostlina,MM-JOGR104,,,,Yes,Yes,DMP,"20 - 40 cm, 7 cm, Baby pokojovky, Hodně, Ostatní rostliny, Pro pokročilé, propojeni, Rostlina, Tip na dárek, Vyprodáno",2023-02-09T12:46:11+01:00,2023-02-09T12:36:59+01:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Codiaeum Mammi pochází z čeledi Euphorbiaceae. Původem je tedy z jihovýchodní Asie nebo severní Austrálie, kde tyto rostliny rostou jako keře s kožovitými listy. Codiaeum Mammi bychom našli i pod názvem kroton, ale nesmíme jej mylně zaměnit s vyšší klasifikací rostlin Crotonae. 
Listy krotonu jsou jeho hlavní chloubou, protože kvete jenom vzácně a ve specifických podmínkách. Mají různé tvary i barvy, mohou být zelené, žluté, hnědé i červené, proto zajisté dozdobí domov do krásných podzimních barev. Musíme ale dávat pozor, protože listy při nedostatku světla barevnost ztrácí.  
Rostliny dorůstají do výšky i přes jeden metr. Po ulomení z nich vytéká jedovatá šťáva, která může způsobit vyrážku, při požití nevolnost. 
Codiaeum Mammi má štíhlejší dlouhé listy, které se stáčí a jsou lehce zvlněné. Při správné péči dorůstá větších rozměrů.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: NeVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 25 cm Průměr květináče: 7 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce. 
",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/codiaeum-mammi-7cm-01.jpg?v=1675942804,
Ceropegia String of Spades 'baby' - Default Title,https://dmp.cz//products/ceropegia-woodi-string-of-spades,379.00,,No,Rostlina,,,,,Yes,Yes,DMP,"8 cm, Baby pokojovky, Ceropegia, do 20 cm, Hodně, Popínavé, Pro začátečníky, propojeni, Rostlina, Středně, Sukulenty a kaktusy, Tip na dárek, Vyprodáno",2021-04-08T14:05:41+02:00,2021-04-08T07:55:47+02:00,2024-11-13T15:24:39+01:00,"Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Svícník neboli ceropegia woodi je popínavá sukulentní rostlina s drobnými lístky srdčitého tvaru (odtud i název string of hearts = šňůra srdcí) pocházející z tropických oblastí jižní Afriky. Český název rostliny je odvozený od drobných bílo-fialových květů, které svým tvarem připomínají svíce. Podél stonků vyrůstají malé hlízy (rhizomy), ve kterých rostlina zadržuje vodu. Ceropegia String of Spades nebo také Ceropegia Orange river je vzácnější druh, který zaujme svými podlouhlými, zašpičatělými lístky ve tvaru hrotu šípu, kterými se liší od klasických srdčitých svícníků. Svůj název Orange nejspíše získal podle africké řeky Orange river nebo i díky tomu, že za příznivých světelných podmínek může získat oranžový nádech. Svícník můžeme zařadit mezi rychle, ale řídce rostoucí rostliny – plného objemu dosáhneme jeho postupným množením. Rostlina vyniká v závěsných květináčích nebo na poličkách, ze kterých závoj z drobných lístků necháme volně stékat.
Náročnost: Pro začátečníkyČistí vzduch: NeVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 15 cmPrůměr květináče: 8 cm
 Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/ceropegia-stringofspades-01.jpg?v=1637247533,
Ctenanthe Golden Mosaic 'baby' - 6 cm,https://dmp.cz//products/ctenanthe-golden-mosaic-baby,299.00,,No,Rostlina,MM-LUN75,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, Calathea, do 20 cm, Modlivky, Málo, novinka, Panašované rostliny, Pro pokročilé, propojeni, Rostlina, Skladem, Středně, Čističky vzduchu",2024-08-21T11:10:06+02:00,2024-08-21T11:04:04+02:00,2024-11-13T15:24:39+01:00," 
Balení obsahuje rostlinu v plastovém květináči.
O rostlině:Ctenanthe 'Golden Mosaic' je nádherná pokojová rostlina, která se vyznačuje svými výrazně zbarvenými listy. Její listy jsou pokryty jemným mozaikovým vzorem, kde se světle zelené a zlatavé odstíny střídají s tmavšími tóny. Tato rostlina přidává interiéru živost a texturu, a díky svému kompaktnímu růstu se skvěle hodí i do menších prostor. Ctenanthe 'Golden Mosaic' je nenáročná na péči, preferuje světlé až polostinné stanoviště a vlhčí prostředí, takže je ideální pro pěstování v místnostech s vyšší vlhkostí, jako je koupelna. Tato rostlina se stane ozdobou každé domácnosti díky svým unikátním listům, které přitahují pozornost na první pohled.
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: AnoVhodná pro kokedamu: Ne
Přibližná výška rostliny s květináčem: 15 cmPrůměr květináče: 6 cm
Každá rostlina je jiná, stejně jako my lidé. Prosím, počítejte s možnou odchylkou vzhledu oproti produktové fotce.
Více o modlivkách jsme napsali v našem článku.
",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/Ctenanthe-Golden-Mosaic-baby.jpg?v=1724231135,
Kaktus mix - 6 cm,https://dmp.cz//products/sukulent-mix,99.00,,No,Rostlina,MM-KAKTUS-MIX-6,,,,Yes,Yes,DMP,"6 cm, Baby pokojovky, do 20 cm, Hodně, Pro začátečníky, propojeni, Rostlina, Sukulenty a kaktusy, Vyprodáno, zavoz",2022-03-07T17:43:09+01:00,2022-02-22T13:56:32+01:00,2024-11-13T15:24:39+01:00," Kaktusy jsou vyfocené v květináči Eno.
Balení obsahuje: námi přesazenou rostlinu v plastovém květináči.
Při objednávce obdržíte náhodný kaktus v plastovém květináči.Kaktusy pochází většinou ze Severní a a Jižní Ameriky. Tyto pichlavé rostliny, které zvládají velmi extrémní podmínky, zejména nedostatek závlahy a slunce, jsou přesto snadné na pěstování. Těmto kaktusům dopřáváme jen minimální zálivku, v zimních obdobích často skoro žádnou. Ideálním prostředím je skleník, který vytvoří vhodné podmínky. 
Náročnost: Pro začátečníkyČistí vzduch: NeVhodná k mazlíčkům: Ne
Přibližná výška rostliny s květináčem: 8 cmPrůměr květináče: 5,5 cm",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/sukulent-mix.jpg?v=1646399603,
